dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,mlp,krum,sign_flip,0.0,0.5,7,0.77,1.4760762329101562,0.729969829847285,0,0,0.0,0.0,0.0,3.216699999999406,4070800,210.2378999999992,2026
mnist,mlp,krum,sign_flip,0.0,0.5,8,0.773,1.350772216796875,0.7408260698531761,0,0,0.0,0.0,0.0,3.4221999999992647,4070800,224.04399999999924,2026
mnist,mlp,krum,sign_flip,0.0,0.5,9,0.794,1.2388632202148437,0.7623477237010508,0,0,0.0,0.0,0.0,3.1885999999978765,4070800,218.8605999999993,2026
mnist,mlp,krum,sign_flip,0.0,0.5,10,0.805,1.1419967041015624,0.7772885326803981,0,0,0.0,0.0,0.0,3.233699999999118,4070800,212.71780000000007,2026
mnist,mlp,krum,sign_flip,0.2,0.5,1,0.155,2.2381139526367186,0.06186571506334308,2,0,1.0,0.0,0.0,3.630199999999917,4070800,211.69739999999848,2026
mnist,mlp,krum,sign_flip,0.2,0.5,2,0.246,2.153972229003906,0.15389612722357332,2,0,1.0,0.0,0.0,3.023899999998747,4070800,221.3446999999995,2026
mnist,mlp,krum,sign_flip,0.2,0.5,3,0.409,2.054840545654297,0.293913195520881,2,0,1.0,0.0,0.0,3.1263999999993075,4070800,224.2122000000002,2026
mnist,mlp,krum,sign_flip,0.2,0.5,4,0.504,1.9401798095703124,0.37721127107351704,2,0,1.0,0.0,0.0,3.1314999999985105,4070800,212.19930000000176,2026
mnist,mlp,krum,sign_flip,0.2,0.5,5,0.54,1.8200016174316407,0.43559472015945994,2,0,1.0,0.0,0.0,3.7205999999976314,4070800,212.3166999999988,2026
mnist,mlp,krum,sign_flip,0.2,0.5,6,0.591,1.6965015869140625,0.5085048248742663,2,0,1.0,0.0,0.0,3.1831000000011045,4070800,223.60690000000005,2026
mnist,mlp,krum,sign_flip,0.2,0.5,7,0.638,1.5704848022460938,0.574993551280331,2,0,1.0,0.0,0.0,3.0813999999992348,4070800,218.62169999999992,2026
mnist,mlp,krum,sign_flip,0.2,0.5,8,0.655,1.458457733154297,0.5976940911881039,2,0,1.0,0.0,0.0,3.1578999999979374,4070800,215.78439999999688,2026
mnist,mlp,krum,sign_flip,0.2,0.5,9,0.673,1.3509566955566406,0.6195439128108146,2,0,1.0,0.0,0.0,3.1889000000013823,4070800,219.90459999999956,2026
