dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed,sketch_dim,public_validation_samples,protocol_online_bytes,protocol_offline_bytes,secure_multiplications
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,12,0.63,1.2141610412597656,0.6001715980706634,5,0,1.0,0.0,17.10630000002311,3.5162000000354965,4239760,433.6907000000565,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,13,0.601,1.1677753295898436,0.5513802936007399,5,0,1.0,0.0,19.339500000000953,4.315399999995861,4239760,442.1773999999914,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,14,0.641,1.064205841064453,0.5985161283000264,5,0,1.0,0.0,18.85529999992741,4.71909999998843,4239760,441.5241999998898,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf,sign_flip,0.5,0.5,15,0.694,1.0264435577392579,0.671918730128032,5,0,1.0,0.0,19.1628000000037,3.5431000000016866,4239760,452.0456999999851,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,1,0.102,2.307596252441406,0.018511796733212342,3,2,0.6,0.4,17.877699999985452,4.9146000000064305,4239760,770.8325999999488,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,2,0.115,2.317014709472656,0.052968080240807514,3,2,0.6,0.4,18.998300000021118,4.870999999980086,4239760,778.5738000000038,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,3,0.1,2.3206812744140626,0.01818181818181818,4,1,0.8,0.2,18.52869999993345,3.48210000004201,4239760,747.7551000000631,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,4,0.1,2.3432791137695315,0.01818181818181818,4,1,0.8,0.2,18.23669999998856,4.622599999947852,4239760,763.5713999999325,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,5,0.102,2.3788316650390624,0.018528610354223433,4,1,0.8,0.2,21.19429999993372,5.162499999983083,4239760,752.6246999999557,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,6,0.104,2.4242678833007814,0.025039746226934,5,0,1.0,0.0,17.81370000003335,4.239200000029086,4239760,741.3669999999684,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,7,0.1,2.4398568115234376,0.01818181818181818,5,0,1.0,0.0,20.14249999990625,4.798800000003212,4239760,782.7922999999828,2180,32,600,46800,69120,1440
