dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed,sketch_dim,public_validation_samples,protocol_online_bytes,protocol_offline_bytes,secure_multiplications
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,3,0.095,2.3061571044921876,0.017351598173515982,0,2,0.0,0.25,0.0,10.29619999999909,16938560,723.4850999999978,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,4,0.103,2.3091468505859374,0.03301328141049115,1,1,0.5,0.125,0.0,12.069000000003882,16938560,726.3080000000031,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,5,0.095,2.3095005493164065,0.017351598173515982,1,1,0.5,0.125,0.0,10.902600000001428,16938560,718.9021000000012,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,6,0.147,2.321723693847656,0.08818079881409084,1,1,0.5,0.125,0.0,10.674500000000364,16938560,742.7872999999963,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,7,0.097,2.321523681640625,0.021423752622288763,0,2,0.0,0.25,0.0,11.65449999999879,16938560,711.3862000000069,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,8,0.151,2.31051171875,0.08497044762564211,1,1,0.5,0.125,0.0,12.231500000005724,16938560,728.0005000000003,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,9,0.095,2.3147684326171873,0.017351598173515982,1,1,0.5,0.125,0.0,11.03700000000174,16938560,712.1847999999957,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,10,0.332,2.2953135375976563,0.2118817663817664,1,1,0.5,0.125,0.0,12.117699999997456,16938560,730.2630999999949,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,11,0.282,2.2590406494140627,0.2142841558858243,1,1,0.5,0.125,0.0,9.645299999995416,16938560,710.6208000000009,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,12,0.148,2.236051513671875,0.09721579574716561,0,2,0.0,0.25,0.0,10.948399999996639,16938560,736.8495999999993,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,13,0.311,2.1883550720214844,0.21869581255120182,1,1,0.5,0.125,0.0,11.319000000000301,16938560,716.2957000000034,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,14,0.272,2.1402876892089844,0.18502280566340096,1,1,0.5,0.125,0.0,10.796300000002645,16938560,706.3991999999998,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,15,0.281,2.045344940185547,0.17144927821234682,1,1,0.5,0.125,0.0,11.159599999999159,16938560,714.592500000002,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,16,0.308,2.0339317626953126,0.22724600083123053,0,2,0.0,0.25,0.0,12.061599999995565,16938560,722.5324999999998,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,17,0.573,1.8102258605957031,0.5101904495215195,1,1,0.5,0.125,0.0,12.4484000000038,16938560,739.3955000000005,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,18,0.611,1.692413330078125,0.544261084395513,1,1,0.5,0.125,0.0,12.231299999996281,16938560,722.2779000000016,2131,32,600,0,0,0
