dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,tiny_cnn,fedavg,gaussian_noise,0.3,0.5,6,0.13,21.22395361328125,0.08385202636975143,0,0,0.0,0.0,0.0,0.25829999999871234,4234640,383.76119999999855,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.0,0.5,1,0.162,2.293962646484375,0.08050458014489356,0,0,0.0,0.0,0.0,3.542200000001827,4234640,395.3229,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.0,0.5,2,0.269,2.2794201049804688,0.1402751068474924,0,0,0.0,0.0,0.0,3.5221000000014158,4234640,387.7621999999974,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.0,0.5,3,0.336,2.2595325927734375,0.19267306463026243,0,0,0.0,0.0,0.0,3.562600000002192,4234640,391.92840000000115,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.0,0.5,4,0.22,2.230152282714844,0.10552244650064466,0,0,0.0,0.0,0.0,4.187199999996949,4234640,406.4641000000009,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.0,0.5,5,0.371,2.1793841857910157,0.24093752582710706,0,0,0.0,0.0,0.0,3.2783999999992375,4234640,393.228900000004,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.0,0.5,6,0.467,2.103266876220703,0.38967857058814764,0,0,0.0,0.0,0.0,3.0262999999948192,4234640,388.21180000000055,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.1,0.5,1,0.158,2.294464599609375,0.06078711088371906,0,0,0.0,0.0,0.0,3.6732000000014864,4234640,415.2592000000013,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.1,0.5,2,0.281,2.2820686645507813,0.17867130738210288,0,0,0.0,0.0,0.0,3.845699999999397,4234640,422.9580000000013,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.1,0.5,3,0.16,2.2685768432617186,0.08241716064650945,0,0,0.0,0.0,0.0,3.723399999998378,4234640,402.32180000000284,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.1,0.5,4,0.135,2.2516192016601564,0.059644642403263094,0,0,0.0,0.0,0.0,3.495799999996052,4234640,393.3244999999985,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.1,0.5,5,0.18,2.2138375854492187,0.09589479503069448,0,0,0.0,0.0,0.0,3.6708999999959246,4234640,401.62540000000035,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.1,0.5,6,0.361,2.150326599121094,0.22117864898477438,0,0,0.0,0.0,0.0,3.450700000001916,4234640,391.28800000000297,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.2,0.5,1,0.15,2.2956226806640627,0.06645766476433032,0,0,0.0,0.0,0.0,3.8296999999971604,4234640,393.71040000000335,2027
